Order Date,Customer ID,Category,Region,Sales,Profit,Discount,Quantity
2023-05-05,CUST-042,Furniture,North,279.39,60.19,0.2,2
2023-05-06,CUST-020,Office Supplies,North,63.85,15.07,0.2,5
2023-05-07,CUST-022,Electronics,North,341.61,124.44,0.0,1
2023-05-08,CUST-079,Apparel,East,68.21,23.89,0.05,1
2023-05-10,CUST-046,Furniture,East,171.31,-31.11,0.5,5
2023-05-11,CUST-014,Electronics,North,362.24,130.93,0.0,3
2023-05-12,CUST-024,Apparel,West,60.18,17.14,0.2,5
2023-05-13,CUST-035,Electronics,East,116.28,-90.19,0.65,5
2023-05-14,CUST-074,Electronics,West,331.08,119.8,0.0,3
2023-05-16,CUST-050,Apparel,South,31.7,8.46,0.15,5
2023-05-17,CUST-014,Apparel,South,40.58,12.64,0.1,1
2023-05-18,CUST-067,Furniture,West,402.16,106.33,0.15,5
2023-05-19,CUST-020,Office Supplies,North,35.73,14.42,0.0,3
2023-05-21,CUST-012,Furniture,South,308.24,75.21,0.0,4
2023-05-22,CUST-018,Electronics,West,324.63,106.8,0.15,5
2023-05-23,CUST-033,Electronics,East,195.92,38.42,0.3,2
2023-05-24,CUST-077,Office Supplies,South,54.03,14.96,0.2,1
2023-05-25,CUST-067,Office Supplies,West,51.42,16.96,0.1,1
2023-05-27,CUST-051,Office Supplies,East,56.84,22.67,0.0,2
2023-05-28,CUST-026,Office Supplies,West,27.27,6.99,0.15,2
2023-05-29,CUST-028,Electronics,South,222.73,91.22,0.0,5
2023-05-30,CUST-027,Furniture,South,159.62,-59.59,0.5,2
2023-06-01,CUST-034,Electronics,South,164.61,34.96,0.3,4
2023-06-02,CUST-007,Furniture,East,423.78,110.73,0.2,3
2023-06-03,CUST-015,Furniture,North,177.87,-40.83,0.5,2
2023-06-04,CUST-035,Apparel,North,68.52,30.73,0.0,2
2023-06-05,CUST-029,Furniture,West,292.91,81.25,0.2,4
2023-06-07,CUST-017,Electronics,North,148.83,59.41,0.05,1
2023-06-08,CUST-001,Electronics,West,124.22,-13.47,0.5,1
2023-06-09,CUST-048,Office Supplies,East,35.68,13.22,0.05,5
2023-06-10,CUST-076,Office Supplies,West,29.67,8.6,0.2,4
2023-06-11,CUST-003,Electronics,West,109.78,11.87,0.3,3
2023-06-13,CUST-074,Electronics,West,226.16,82.6,0.0,3
2023-06-14,CUST-006,Office Supplies,East,64.51,23.46,0.05,4
2023-06-15,CUST-073,Electronics,West,163.98,31.12,0.2,3
2023-06-16,CUST-038,Office Supplies,North,39.48,13.38,0.1,1
2023-06-18,CUST-012,Office Supplies,West,58.62,21.51,0.05,3
2023-06-19,CUST-030,Electronics,West,183.7,64.49,0.0,3
2023-06-20,CUST-070,Electronics,East,368.8,157.42,0.0,4
2023-06-21,CUST-062,Apparel,North,51.42,4.09,0.3,4
2023-06-22,CUST-055,Furniture,West,328.63,114.33,0.15,3
2023-06-24,CUST-041,Furniture,East,431.59,174.95,0.0,2
2023-06-25,CUST-060,Office Supplies,North,34.17,14.13,0.05,4
2023-06-26,CUST-041,Apparel,East,76.16,26.22,0.05,5
2023-06-27,CUST-055,Apparel,West,62.14,24.18,0.0,5
2023-06-29,CUST-035,Office Supplies,West,67.9,21.08,0.1,1
2023-06-30,CUST-067,Furniture,North,259.25,98.94,0.05,3
2023-07-01,CUST-006,Electronics,West,252.57,96.52,0.05,2
2023-07-02,CUST-053,Office Supplies,North,47.44,14.56,0.2,1
2023-07-03,CUST-000,Furniture,East,217.62,90.31,0.0,3
2023-07-05,CUST-043,Furniture,South,299.53,51.28,0.15,4
2023-07-06,CUST-044,Apparel,North,75.44,23.26,0.15,5
2023-07-07,CUST-046,Electronics,South,296.29,75.59,0.15,2
2023-07-08,CUST-012,Furniture,West,282.0,71.59,0.15,5
2023-07-09,CUST-021,Electronics,North,308.55,107.19,0.1,4
2023-07-11,CUST-020,Furniture,East,419.19,51.98,0.3,3
2023-07-12,CUST-008,Electronics,East,304.48,104.05,0.15,4
2023-07-13,CUST-025,Electronics,East,146.75,55.38,0.1,4
2023-07-14,CUST-008,Electronics,North,229.1,47.5,0.3,5
2023-07-16,CUST-014,Office Supplies,South,37.62,10.71,0.15,2
2023-07-17,CUST-009,Office Supplies,North,76.36,28.73,0.05,4
2023-07-18,CUST-041,Furniture,East,402.03,158.88,0.0,5
2023-07-19,CUST-071,Apparel,East,44.82,17.83,0.0,2
2023-07-20,CUST-023,Furniture,North,349.91,57.48,0.3,3
2023-07-22,CUST-079,Electronics,West,173.82,39.6,0.2,3
2023-07-23,CUST-048,Apparel,West,53.89,-13.57,0.5,1
2023-07-24,CUST-025,Electronics,West,332.06,116.63,0.15,5
2023-07-25,CUST-036,Apparel,West,74.92,27.41,0.1,2
2023-07-27,CUST-067,Electronics,West,166.27,62.96,0.0,4
2023-07-28,CUST-049,Apparel,West,72.64,22.33,0.15,3
2023-07-29,CUST-023,Electronics,West,133.08,36.6,0.15,2
2023-07-30,CUST-018,Apparel,West,13.34,-8.95,0.65,5
2023-07-31,CUST-059,Furniture,South,539.77,178.61,0.0,1
2023-08-02,CUST-038,Apparel,East,45.99,17.07,0.1,3
2023-08-03,CUST-073,Electronics,West,197.25,63.63,0.15,2
2023-08-04,CUST-017,Furniture,East,511.0,143.96,0.15,2
2023-08-05,CUST-018,Apparel,West,51.21,15.47,0.15,2
2023-08-06,CUST-035,Furniture,South,259.97,17.96,0.2,5
2023-08-08,CUST-073,Office Supplies,North,76.58,27.93,0.0,5
2023-08-09,CUST-054,Office Supplies,West,26.38,6.46,0.2,5
2023-08-10,CUST-068,Furniture,East,436.82,115.2,0.15,4
2023-08-11,CUST-046,Office Supplies,North,56.25,9.59,0.3,2
2023-08-13,CUST-048,Furniture,South,400.21,4.08,0.3,3
2023-08-14,CUST-032,Apparel,East,78.77,27.26,0.05,5
2023-08-15,CUST-020,Electronics,East,204.17,77.66,0.05,5
2023-08-16,CUST-021,Electronics,West,69.7,-51.55,0.65,2
2023-08-17,CUST-047,Apparel,South,85.49,31.48,0.1,5
2023-08-19,CUST-036,Apparel,West,49.67,-10.93,0.5,4
2023-08-20,CUST-014,Furniture,South,418.38,129.8,0.0,4
2023-08-21,CUST-034,Office Supplies,East,34.17,8.57,0.15,5
2023-08-22,CUST-070,Electronics,East,113.27,12.55,0.3,2
2023-08-23,CUST-031,Electronics,East,77.51,-19.31,0.5,2
2023-08-25,CUST-010,Furniture,West,472.51,171.2,0.05,2
2023-08-26,CUST-009,Furniture,West,300.33,71.9,0.2,1
2023-08-27,CUST-072,Furniture,West,516.05,193.02,0.1,5
2023-08-28,CUST-077,Electronics,West,327.27,132.75,0.0,2
2023-08-30,CUST-076,Apparel,North,42.31,12.69,0.15,4
2023-08-31,CUST-056,Apparel,West,68.16,16.37,0.15,3
2023-09-01,CUST-024,Office Supplies,West,25.26,-4.7,0.5,3
2023-09-02,CUST-001,Furniture,South,395.57,82.27,0.1,2
2023-09-03,CUST-063,Electronics,North,326.85,129.65,0.0,3
2023-09-05,CUST-034,Office Supplies,South,70.53,27.25,0.0,3
2023-09-06,CUST-006,Office Supplies,South,65.31,19.97,0.1,1
2023-09-07,CUST-017,Electronics,West,189.1,75.14,0.05,4
2023-09-08,CUST-066,Apparel,West,30.59,7.54,0.2,4
2023-09-10,CUST-041,Office Supplies,North,63.58,21.24,0.05,1
2023-09-11,CUST-038,Apparel,East,21.83,-4.2,0.5,1
2023-09-12,CUST-040,Office Supplies,West,15.4,-10.03,0.65,3
2023-09-13,CUST-074,Office Supplies,North,23.13,6.38,0.15,5
2023-09-14,CUST-023,Furniture,West,241.06,-63.82,0.5,3
2023-09-16,CUST-059,Apparel,West,38.43,11.71,0.2,1
2023-09-17,CUST-045,Apparel,East,74.86,22.65,0.1,4
2023-09-18,CUST-018,Electronics,East,393.82,144.86,0.0,3
2023-09-19,CUST-067,Electronics,East,136.07,45.94,0.1,5
2023-09-20,CUST-041,Furniture,West,200.13,47.48,0.15,3
2023-09-22,CUST-031,Office Supplies,North,31.77,3.24,0.3,2
2023-09-23,CUST-038,Apparel,West,88.54,26.82,0.1,3
2023-09-24,CUST-035,Electronics,West,132.23,14.21,0.3,1
2023-09-25,CUST-035,Furniture,North,298.38,100.02,0.15,4
2023-09-27,CUST-002,Furniture,South,231.95,78.34,0.0,4
2023-09-28,CUST-072,Apparel,North,31.83,-22.41,0.65,1
2023-09-29,CUST-007,Office Supplies,North,44.14,15.87,0.1,2
2023-09-30,CUST-069,Office Supplies,East,64.6,24.38,0.05,1
2023-10-01,CUST-040,Furniture,East,486.77,120.92,0.15,3
2023-10-03,CUST-067,Furniture,West,298.97,109.89,0.0,1
2023-10-04,CUST-012,Electronics,East,293.38,81.8,0.15,1
2023-10-05,CUST-048,Electronics,West,132.84,38.99,0.1,2
2023-10-06,CUST-059,Apparel,West,90.65,27.36,0.1,3
2023-10-08,CUST-001,Office Supplies,North,31.07,-5.77,0.5,5
2023-10-09,CUST-059,Apparel,East,89.05,32.64,0.1,5
2023-10-10,CUST-004,Apparel,West,36.01,14.35,0.0,4
2023-10-11,CUST-043,Furniture,West,245.69,75.45,0.1,1
2023-10-12,CUST-026,Office Supplies,East,24.02,-4.5,0.5,4
2023-10-14,CUST-031,Apparel,West,63.32,24.27,0.0,2
2023-10-15,CUST-020,Office Supplies,North,39.24,17.29,0.0,5
2023-10-16,CUST-007,Electronics,East,232.75,87.33,0.0,1
2023-10-17,CUST-071,Furniture,East,256.57,94.6,0.0,2
2023-10-18,CUST-049,Electronics,East,168.68,19.11,0.3,2
2023-10-20,CUST-066,Apparel,North,75.02,14.37,0.2,1
2023-10-21,CUST-043,Office Supplies,West,50.23,16.78,0.05,2
2023-10-22,CUST-057,Electronics,East,116.24,28.68,0.15,1
2023-10-23,CUST-002,Office Supplies,East,47.27,15.26,0.05,1
2023-10-25,CUST-069,Office Supplies,West,14.23,-3.7,0.5,3
2023-10-26,CUST-001,Furniture,North,209.38,-159.98,0.65,4
2023-10-27,CUST-043,Electronics,North,157.37,66.16,0.05,2
2023-10-28,CUST-001,Office Supplies,East,45.65,6.74,0.3,2
2023-10-29,CUST-034,Furniture,North,480.71,115.9,0.2,3
2023-10-31,CUST-029,Office Supplies,North,68.03,26.47,0.05,3
2023-11-01,CUST-007,Furniture,North,489.32,204.63,0.0,3
2023-11-02,CUST-021,Apparel,North,86.8,24.48,0.1,5
2023-11-03,CUST-043,Furniture,East,483.66,97.23,0.2,5
2023-11-05,CUST-057,Furniture,East,160.13,-130.35,0.65,5
2023-11-06,CUST-035,Apparel,East,61.01,15.97,0.2,1
2023-11-07,CUST-068,Furniture,North,322.22,68.42,0.3,2
2023-11-08,CUST-076,Electronics,West,231.73,79.6,0.15,4
2023-11-09,CUST-030,Electronics,North,209.76,35.59,0.3,1
2023-11-11,CUST-046,Office Supplies,North,41.03,12.74,0.2,2
2023-11-12,CUST-054,Office Supplies,West,36.86,15.45,0.05,2
2023-11-13,CUST-079,Office Supplies,North,28.47,6.98,0.15,3
2023-11-14,CUST-061,Electronics,West,105.03,11.91,0.3,3
2023-11-15,CUST-029,Electronics,West,201.52,84.46,0.0,1
2023-11-17,CUST-054,Electronics,North,100.92,19.71,0.3,3
2023-11-18,CUST-015,Furniture,West,435.41,173.66,0.0,2
2023-11-19,CUST-011,Furniture,North,287.82,111.76,0.1,3
2023-11-20,CUST-016,Furniture,North,378.29,30.35,0.3,5
2023-11-22,CUST-015,Furniture,East,222.58,84.0,0.05,3
2023-11-23,CUST-011,Apparel,West,52.3,21.43,0.0,2
2023-11-24,CUST-007,Electronics,West,292.31,100.99,0.1,1
2023-11-25,CUST-002,Furniture,East,313.82,64.14,0.3,4
2023-11-26,CUST-015,Office Supplies,South,30.48,11.77,0.0,3
2023-11-28,CUST-029,Furniture,East,280.96,-69.28,0.5,2
2023-11-29,CUST-022,Office Supplies,West,74.37,28.44,0.0,4
2023-11-30,CUST-004,Apparel,East,20.93,-12.79,0.65,4
2023-12-01,CUST-064,Apparel,East,30.25,-6.53,0.5,5
2023-12-03,CUST-029,Electronics,North,353.79,115.2,0.1,4
2023-12-04,CUST-020,Apparel,West,72.98,21.34,0.1,2
2023-12-05,CUST-069,Furniture,North,378.7,131.32,0.1,2
2023-12-06,CUST-021,Electronics,East,300.28,92.86,0.15,3
2023-12-07,CUST-071,Furniture,South,320.4,97.5,0.0,3
2023-12-09,CUST-031,Apparel,West,66.9,25.87,0.0,3
2023-12-10,CUST-032,Furniture,East,313.25,126.26,0.0,4
2023-12-11,CUST-015,Electronics,South,306.3,104.04,0.1,4
2023-12-12,CUST-075,Office Supplies,West,55.06,20.32,0.05,5
2023-12-13,CUST-037,Electronics,South,260.04,65.44,0.15,3
2023-12-15,CUST-013,Electronics,East,69.51,-48.88,0.65,1
2023-12-16,CUST-035,Electronics,West,180.63,58.18,0.05,5
2023-12-17,CUST-022,Electronics,West,221.79,65.13,0.15,1
2023-12-18,CUST-065,Electronics,North,294.05,83.34,0.1,4
2023-12-20,CUST-001,Electronics,West,189.46,18.06,0.3,5
2023-12-21,CUST-072,Office Supplies,East,14.38,-2.48,0.5,5
2023-12-22,CUST-064,Electronics,West,252.91,22.99,0.3,2
2023-12-23,CUST-074,Electronics,East,52.18,-31.46,0.65,4
2023-12-24,CUST-066,Apparel,West,104.82,37.47,0.0,4
2023-12-26,CUST-051,Furniture,North,149.98,18.61,0.3,5
2023-12-27,CUST-061,Office Supplies,South,51.6,15.77,0.2,4
2023-12-28,CUST-022,Electronics,South,153.7,59.26,0.0,5
2023-12-29,CUST-025,Electronics,North,186.21,-54.9,0.5,2
2023-12-31,CUST-067,Electronics,West,254.61,112.8,0.0,5
